Time,Event,UnempIns,Age,LogWage,Tenure,RepRate,DisRate,HeadOfHousehold,Married,Female,Childen,NonWhite,BlueCollar,Mining,Construction,Transportation,Trade,Services,PublicAdmin
8,0,1,41,6.16121,0,0.242,0.008,0,1,1,0,0,0,0,0,0,0,0,1
7,0,0,31,5.06259,12,0.5,0.025,0,1,1,1,1,1,0,0,0,1,0,0
7,0,1,31,5.01064,4,0.5,0.026,0,0,1,0,1,1,0,0,0,0,0,0
2,0,0,22,5.36129,3,0.5,0.019,1,1,0,1,1,1,0,0,0,0,0,0
2,0,0,29,5.11199,1,0.5,0.024,0,0,1,0,0,0,0,0,0,1,0,0
7,0,1,34,5.39816,3,0.553,0.138,1,1,0,1,0,1,0,0,0,0,0,0
15,0,0,54,7.0775,6,0.148,0.031,1,1,0,0,0,0,0,0,0,0,0,0
16,0,1,31,5.38907,8,0.553,0.138,0,1,1,1,0,1,0,0,0,0,0,0
17,0,1,34,5.80513,0,0.529,0.112,0,1,1,1,0,1,0,0,0,1,0,0
14,0,1,49,6.31536,1,0.317,0.067,1,1,0,1,1,1,0,1,0,0,0,0
2,0,0,60,5.46806,0,0.553,0.138,1,1,0,0,0,0,0,0,0,1,0,0
3,1,0,22,5.39816,0,0.553,0.138,1,0,0,0,0,1,0,1,0,0,0,0
13,1,1,31,5.28827,0,0.553,0.138,1,1,0,1,0,1,0,0,1,0,0,0
19,0,0,54,6.1181,1,0.386,0.082,1,1,0,1,0,0,0,0,1,0,0,0
3,1,0,23,6.31536,0,0.317,0.067,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,33,5.46806,0,0.553,0.138,1,1,0,1,0,1,0,1,0,0,0,0
3,0,0,24,5.49306,0,0.553,0.138,0,0,1,0,0,0,0,1,0,0,0,0
3,1,1,30,6.31536,9,0.317,0.067,1,0,0,0,0,1,0,0,0,0,1,0
7,0,0,23,4.55388,1,0.5,0.2,0,0,0,1,0,1,0,0,0,1,0,0
7,0,1,47,4.92725,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,1,0
7,0,1,36,5.06259,0,0.5,0.2,0,1,1,0,0,0,0,0,0,0,0,0
17,0,1,25,6.2106,2,0.349,0.14,0,0,0,0,0,1,0,1,0,0,0,0
9,0,1,22,5.97889,1,0.44,0.176,0,0,0,1,0,1,0,0,1,0,0,0
4,0,1,60,5.47646,8,0.5,0.2,1,0,1,0,0,1,0,0,0,0,0,0
3,0,0,24,4.07754,0,0.52,0.208,1,1,0,1,0,1,0,0,0,0,1,0
17,0,1,29,5.87493,1,0.489,0.196,0,1,1,1,0,0,0,0,0,0,1,0
1,0,0,26,5.46806,2,0.5,0.2,0,1,1,1,0,0,0,0,0,0,0,0
17,0,1,32,5.69036,2,0.5,0.2,1,1,0,1,1,1,0,0,0,0,0,0
3,1,0,31,5.62402,4,0.5,0.2,1,1,0,1,0,1,0,1,0,0,0,0
3,0,1,28,5.53339,1,0.5,0.2,0,1,0,0,0,1,0,1,0,0,0,0
14,0,1,38,6.56667,17,0.244,0.098,1,1,0,0,0,0,0,0,0,0,0,0
7,1,1,41,5.97889,4,0.44,0.176,1,1,0,1,0,1,0,0,0,0,0,0
4,0,0,27,5.06259,1,0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0
11,1,1,30,5.85507,2,0.498,0.199,1,0,1,0,0,0,0,0,0,0,0,0
5,0,0,23,4.46591,0,0.5,0.2,1,0,1,0,1,1,0,0,0,0,1,0
1,0,0,26,4.92725,3,0.5,0.2,0,0,0,0,1,1,0,0,0,1,0,0
3,0,0,25,5.15906,7,0.5,0.2,0,0,1,0,1,1,0,0,0,1,0,0
6,0,1,37,5.06259,1,0.5,0.2,0,1,1,1,0,1,0,0,0,1,0,0
12,0,1,37,6.16121,13,0.367,0.147,1,0,0,0,0,0,0,0,0,0,0,0
7,0,1,35,6.38519,9,0.335,0.033,1,1,0,1,0,1,1,0,0,0,0,0
2,0,1,36,4.41884,0,0.52,0.238,0,1,1,1,0,1,0,0,0,1,0,0
3,0,1,22,5.64897,1,0.52,0.069,0,0,0,0,0,1,0,0,0,0,0,0
14,0,1,49,5.97889,1,0.502,0.05,1,1,0,1,0,1,0,0,0,1,0,0
10,0,1,45,5.8999,5,0.52,0.054,0,1,1,0,0,1,0,0,0,0,0,0
4,0,0,41,5.46806,0,0.52,0.083,1,1,0,1,0,1,0,0,0,1,0,0
5,0,1,47,6.49828,24,0.299,0.03,1,1,0,1,0,1,0,0,0,0,0,0
14,0,1,41,4.59512,0,0.52,0.2,1,0,1,0,0,1,0,0,0,0,0,0
6,0,1,38,5.97889,5,0.502,0.05,1,1,0,1,1,1,0,1,0,0,0,0
10,0,0,57,7.36455,5,0.126,0.013,0,0,0,0,0,1,0,0,0,0,0,0
7,0,1,35,5.57595,12,0.52,0.075,1,1,0,1,0,1,1,0,0,0,0,0
15,1,1,28,5.46806,0,0.52,0.083,1,1,0,0,0,0,0,0,0,0,0,0
5,1,1,29,5.97889,0,0.502,0.05,1,1,0,1,0,1,1,0,0,0,0,0
3,0,1,35,5.75574,11,0.52,0.063,1,1,0,1,0,1,0,0,0,0,0,0
7,1,1,27,5.46806,2,0.52,0.083,1,1,0,1,0,0,0,0,0,1,0,0
6,0,1,20,5.24702,0,0.52,0.104,0,0,0,0,0,1,0,0,1,0,0,0
13,1,1,46,5.11199,3,0.52,0.119,1,1,0,1,0,1,0,0,0,0,0,0
9,1,1,22,5.28827,1,0.52,0.1,0,1,1,1,0,0,0,0,0,0,1,0
25,0,1,56,5.49306,13,0.52,0.081,0,1,1,0,0,0,0,0,0,1,0,0
20,0,1,30,6.44889,4,0.314,0.031,1,1,0,1,0,1,1,0,0,0,0,0
14,0,1,51,5.75574,1,0.52,0.063,1,1,0,0,0,0,0,0,0,0,1,0
16,0,1,52,6.24222,10,0.386,0.038,1,0,0,1,0,1,0,1,0,0,0,0
21,0,1,57,5.15906,21,0.52,0.114,1,0,0,0,0,1,0,0,0,0,0,0
4,0,1,32,5.70378,11,0.52,0.066,1,1,0,1,0,1,1,0,0,0,0,0
22,0,0,46,6.85435,0,0.209,0.021,1,0,0,0,0,0,0,0,1,0,0,0
16,0,0,20,5.06259,0,0.52,0.125,0,0,0,0,0,1,0,0,0,0,0,0
20,0,1,47,6.38519,27,0.335,0.033,0,0,0,0,0,1,0,0,0,0,0,0
5,1,1,26,5.28827,0,0.52,0.1,1,1,0,1,0,0,0,0,0,1,0,0
11,0,0,26,5.28827,2,0.52,0.1,1,0,0,1,0,1,0,1,0,0,0,0
1,1,0,37,5.46806,4,0.5,0.15,1,1,0,1,0,1,0,0,0,1,0,0
2,0,0,32,6.24222,0,0.34,0.102,1,1,0,1,0,1,0,1,0,0,0,0
5,0,0,50,5.64897,3,0.5,0.15,1,1,0,1,0,1,0,0,1,0,0,0
3,1,1,27,5.87493,2,0.491,0.147,1,1,0,1,0,0,0,0,0,0,1,0
16,0,1,46,6.286,3,0.325,0.098,1,1,0,1,0,0,0,0,0,0,0,0
1,1,0,39,5.06259,0,0.5,0.15,1,0,1,1,0,0,0,0,0,0,0,0
16,1,1,37,6.67203,3,0.221,0.066,1,1,0,1,0,1,0,1,0,0,0,0
2,0,0,36,5.39816,0,0.5,0.15,1,0,1,0,0,0,0,1,0,0,0,0
1,1,0,44,6.16121,10,0.368,0.111,1,1,0,1,0,1,0,0,0,0,0,0
11,0,0,53,5.75574,1,0.443,0.089,1,1,0,1,0,1,0,1,0,0,0,0
7,0,1,47,5.75574,5,0.443,0.089,0,1,1,0,0,0,1,0,0,0,0,0
4,1,0,45,6.81454,17,0.154,0.031,1,1,0,1,0,0,0,0,0,0,0,0
2,1,0,30,5.62402,0,0.5,0.1,1,1,0,1,0,1,0,0,1,0,0,0
1,1,0,36,4.96981,1,0.5,0.1,1,1,1,1,0,0,0,0,0,1,0,0
6,0,1,35,5.97889,0,0.354,0.071,1,0,0,0,0,1,1,0,0,0,0,0
18,0,1,20,5.53339,0,0.5,0.1,0,0,0,0,0,1,1,0,0,0,0,0
5,0,1,23,5.46806,0,0.5,0.1,0,0,0,0,0,1,0,1,0,0,0,0
13,1,0,58,6.44889,35,0.221,0.044,1,1,0,1,0,0,0,0,0,1,0,0
5,0,0,48,5.06259,5,0.5,0.1,1,1,0,0,1,1,0,1,0,0,0,0
5,1,1,28,6.31536,3,0.253,0.051,1,0,0,1,0,1,0,0,0,1,0,0
13,0,1,52,5.70378,11,0.466,0.093,1,0,1,0,1,1,0,0,0,0,0,0
1,0,0,37,5.06259,5,0.5,0.1,0,1,1,1,0,0,0,0,0,0,1,0
5,0,1,33,6.01859,10,0.34,0.068,1,0,0,0,0,1,0,1,0,0,0,0
7,0,1,29,5.46806,2,0.591,0.083,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,47,5.8522,14,0.427,0.057,1,1,0,0,0,0,0,0,0,1,0,0
8,0,1,28,5.46806,1,0.591,0.083,1,1,0,1,0,1,0,0,0,0,0,0
13,0,1,36,6.09131,5,0.336,0.045,1,1,0,1,0,1,0,1,0,0,0,0
7,0,1,38,5.62402,1,0.537,0.071,1,1,0,1,0,1,0,0,0,1,0,0
2,1,1,28,5.39816,3,0.591,0.089,0,1,1,1,0,0,0,0,0,0,0,0
2,0,1,22,4.95583,0,0.591,0.139,0,1,1,1,0,0,0,0,0,0,1,0
14,0,1,25,5.15906,0,0.591,0.114,1,0,1,0,0,1,0,0,0,0,0,0
23,0,1,50,5.87493,2,0.418,0.056,1,1,0,0,0,1,0,1,0,0,0,0
9,0,1,49,5.28827,3,0.591,0.1,0,1,1,0,0,1,0,0,0,0,0,0
13,0,1,32,5.28827,3,0.591,0.1,0,1,0,1,0,1,0,0,0,1,0,0
23,0,1,35,5.64897,0,0.522,0.069,1,1,0,1,0,1,0,0,0,0,0,0
14,1,1,40,5.59471,11,0.551,0.073,1,0,1,0,0,1,0,0,0,0,0,0
9,0,0,34,5.06259,0,0.591,0.125,1,0,1,1,0,1,0,0,0,0,0,0
1,1,1,51,5.73334,3,0.481,0.064,1,1,0,0,0,1,0,0,0,0,0,0
8,0,1,38,6.38519,2,0.251,0.033,1,1,0,1,0,1,0,1,0,0,0,0
14,1,1,32,5.81711,1,0.442,0.059,0,1,1,1,0,0,0,0,0,0,0,0
16,0,1,47,5.28827,7,0.591,0.1,1,0,0,0,1,1,0,0,0,0,0,0
2,0,0,28,6.02828,5,0.358,0.048,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,61,6.31536,0,0.393,0.003,1,0,0,0,1,1,0,1,0,0,0,0
14,0,1,54,6.56667,0,0.306,0.002,0,0,0,0,1,1,0,1,0,0,0,0
3,0,0,23,5.97889,0,0.52,0.004,1,0,0,0,0,1,0,1,0,0,0,0
14,1,1,37,5.97889,2,0.52,0.004,0,1,1,0,0,0,0,0,0,1,0,0
5,0,1,56,5.24702,0,0.52,0.008,1,0,0,0,1,1,0,0,0,0,1,0
3,0,1,41,6.07535,8,0.5,0.004,1,1,0,1,1,1,0,0,0,1,0,0
2,1,0,31,5.46806,0,0.52,0.007,1,1,0,0,1,1,0,0,0,1,0,0
9,0,1,36,6.07535,6,0.5,0.004,1,1,0,1,1,1,0,0,0,0,0,0
2,1,0,25,6.38519,1,0.367,0.003,0,0,1,0,0,0,0,0,0,0,1,0
5,0,1,31,5.78074,8,0.52,0.005,1,1,0,1,1,0,0,0,0,0,1,0
1,0,0,41,6.16121,0,0.458,0.003,1,0,0,0,0,0,0,0,0,0,1,0
8,0,1,26,5.46806,7,0.52,0.007,1,0,1,0,1,1,0,0,1,0,0,0
1,0,0,55,5.87493,4,0.52,0.004,1,0,0,0,1,1,0,1,0,0,0,0
14,0,1,48,6.31536,7,0.384,0.077,1,1,0,0,0,1,0,1,0,0,0,0
12,0,0,26,5.46806,0,0.601,0.12,1,1,0,1,0,1,0,1,0,0,0,0
26,0,1,60,5.59471,6,0.601,0.12,1,1,0,1,0,1,0,0,0,0,1,0
5,0,1,22,5.32301,0,0.601,0.12,0,0,0,0,0,1,0,0,0,1,0,0
4,0,1,54,5.11199,8,0.601,0.12,1,1,1,0,0,1,0,0,0,0,0,0
9,0,1,57,5.75574,10,0.601,0.12,0,1,1,0,0,0,0,0,0,0,0,0
5,0,1,33,5.46806,1,0.601,0.12,0,1,1,0,0,0,0,0,0,1,0,0
2,0,1,34,5.06259,5,0.601,0.12,0,0,1,0,0,1,0,0,0,0,0,0
17,0,1,26,5.62402,3,0.601,0.12,0,1,1,0,0,0,0,0,0,0,0,0
3,1,1,30,5.75574,1,0.601,0.12,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,27,5.53339,2,0.601,0.12,1,1,0,1,0,1,0,0,0,1,0,0
5,1,1,49,6.07535,0,0.375,0.187,1,1,0,1,0,1,0,1,0,0,0,0
14,0,1,55,5.97889,0,0.412,0.206,1,1,0,0,0,0,0,0,0,1,0,0
1,1,0,30,5.46806,1,0.5,0.25,1,1,0,1,0,1,0,1,0,0,0,0
3,0,1,36,5.97889,2,0.412,0.206,0,0,0,0,0,1,0,1,0,0,0,0
2,1,1,36,5.75574,5,0.5,0.25,1,1,0,1,0,1,0,0,0,0,0,0
2,0,1,41,5.46806,3,0.5,0.25,1,1,0,1,0,1,0,1,0,0,0,0
1,0,0,35,5.28827,2,0.5,0.25,1,1,0,1,0,1,0,1,0,0,0,0
6,0,1,25,5.62402,1,0.5,0.25,1,1,0,1,0,1,0,0,0,0,1,0
6,0,0,24,5.59471,0,0.5,0.25,0,0,0,1,0,1,0,0,0,1,0,0
2,0,0,32,4.83628,0,0.5,0.25,1,0,1,0,0,1,0,0,1,0,0,0
2,0,1,27,5.18178,1,0.5,0.25,1,1,0,1,0,1,0,1,0,0,0,0
2,1,1,32,5.28827,2,0.5,0.25,1,1,0,1,0,1,0,0,0,0,0,0
3,0,1,51,5.87493,3,0.458,0.229,1,0,1,0,0,0,0,0,0,0,1,0
3,0,1,31,5.54908,10,0.5,0.25,1,0,0,0,0,1,1,0,0,0,0,0
2,0,0,24,5.46806,0,0.5,0.25,0,0,0,0,0,1,0,0,0,0,0,0
6,0,1,52,5.28827,6,0.416,0.083,0,1,1,0,0,0,0,0,0,0,0,0
6,0,1,60,6.07535,2,0.305,0.061,1,0,1,0,0,1,0,0,0,0,1,0
7,0,1,49,5.56452,0,0.416,0.083,1,1,0,0,0,1,0,0,0,1,0,0
16,0,1,52,6.02828,9,0.32,0.064,0,0,0,0,0,1,0,0,0,0,0,0
9,0,1,27,5.62402,0,0.416,0.083,0,0,0,0,0,1,0,1,0,0,0,0
3,0,0,34,6.2186,5,0.265,0.053,1,1,1,0,0,0,0,0,0,0,0,0
1,1,0,49,6.16121,3,0.28,0.056,0,1,0,0,0,1,0,0,1,0,0,0
8,0,1,26,6.31536,0,0.24,0.048,1,1,0,1,0,0,0,0,0,0,0,0
14,0,1,54,6.67203,1,0.168,0.034,1,0,0,0,0,0,0,0,0,0,1,0
5,0,1,27,6.2106,5,0.267,0.053,0,1,1,1,0,0,0,1,0,0,0,0
14,0,1,45,6.51026,1,0.198,0.04,0,1,0,0,0,1,0,0,0,1,0,0
17,1,1,37,6.1181,3,0.292,0.058,1,0,0,0,0,0,0,0,0,1,0,0
22,0,1,55,5.75574,15,0.416,0.083,1,0,1,0,0,0,0,0,0,1,0,0
3,1,1,30,5.53339,1,0.416,0.083,1,0,1,1,0,1,0,0,0,1,0,0
3,0,1,29,5.39816,1,0.416,0.083,0,0,0,0,0,1,0,0,0,1,0,0
16,0,1,30,6.31536,5,0.24,0.048,1,1,0,1,0,0,0,0,0,0,0,0
14,0,1,43,5.75574,4,0.416,0.083,1,0,0,0,0,1,0,0,0,0,1,0
2,1,1,31,5.97889,5,0.336,0.067,0,0,1,0,0,0,0,0,0,0,0,0
5,0,0,41,6.35784,12,0.23,0.046,1,1,1,1,0,0,0,0,0,0,0,0
13,1,1,26,5.62402,3,0.416,0.083,1,0,0,0,0,1,0,0,0,0,0,0
2,1,1,34,6.67203,2,0.168,0.034,1,1,0,0,0,1,0,1,0,0,0,0
1,1,0,38,5.28827,3,0.416,0.083,0,1,1,1,0,0,0,0,0,0,0,0
7,0,1,44,5.46806,1,0.416,0.083,1,1,0,1,0,1,0,1,0,0,0,0
25,0,1,52,6.07535,3,0.305,0.061,1,1,1,1,0,0,0,0,0,0,1,0
21,0,1,49,5.97889,1,0.336,0.067,0,1,0,1,0,1,0,0,0,0,0,0
6,0,1,35,6.6053,18,0.18,0.036,1,1,0,1,0,1,0,1,0,0,0,0
7,0,1,45,5.97889,5,0.336,0.067,1,1,0,1,0,1,0,0,0,0,0,0
1,0,0,24,6.16121,3,0.33,0.198,1,0,0,0,0,0,0,0,0,1,0,0
14,0,1,33,5.46806,13,0.4,0.24,1,0,0,0,0,0,0,0,0,1,0,0
2,1,0,32,5.06259,0,0.4,0.24,1,1,0,1,0,1,0,0,0,0,0,0
1,0,0,20,4.92725,1,0.4,0.24,1,1,0,0,1,1,0,0,0,0,0,0
6,0,0,49,5.46806,20,0.4,0.24,1,1,1,0,0,0,0,0,0,0,0,0
1,1,0,43,5.62402,0,0.4,0.24,0,0,1,0,0,0,0,0,0,1,0,0
5,1,1,27,5.8944,3,0.4,0.24,1,1,0,0,0,0,0,0,0,1,0,0
1,0,0,22,6.07535,0,0.36,0.216,0,0,0,0,1,1,0,1,0,0,0,0
1,0,0,31,4.92725,1,0.5,0.15,0,0,1,0,1,1,0,0,0,0,0,0
1,0,1,26,5.62402,0,0.5,0.15,0,1,1,1,0,0,0,1,0,0,0,0
5,0,1,27,5.62402,5,0.5,0.15,0,0,0,0,0,1,0,1,0,0,0,0
5,0,1,26,5.46806,1,0.5,0.15,0,0,0,0,0,1,0,1,0,0,0,0
6,0,1,31,5.53339,1,0.5,0.15,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,34,5.93754,1,0.469,0.141,1,1,0,0,1,1,0,0,0,0,0,0
2,0,1,32,5.1358,0,0.5,0.15,0,0,1,0,0,1,0,0,0,0,0,0
9,0,1,34,6.14419,6,0.381,0.114,0,1,0,0,0,0,0,0,0,1,0,0
20,0,1,30,5.62402,10,0.5,0.15,0,1,0,0,0,1,0,1,0,0,0,0
7,0,1,34,5.20401,1,0.5,0.15,0,0,0,0,0,1,0,1,0,0,0,0
3,0,0,40,6.07535,2,0.409,0.123,1,1,0,1,0,0,0,0,0,0,1,0
23,0,1,56,5.39816,2,0.5,0.15,1,1,0,0,0,0,0,0,0,0,1,0
3,0,1,30,6.67203,2,0.225,0.068,1,0,0,0,0,1,0,1,0,0,0,0
16,0,0,32,5.39816,1,0.5,0.15,1,0,1,0,0,0,0,0,0,0,0,0
3,0,1,40,5.62402,2,0.5,0.15,1,1,0,0,0,1,0,1,0,0,0,0
3,0,1,20,5.75574,1,0.5,0.15,0,0,1,1,1,0,0,0,1,0,0,0
2,1,0,42,5.87493,4,0.404,0.033,0,1,0,0,0,1,0,0,1,0,0,0
11,0,1,55,5.80513,3,0.433,0.036,0,1,0,0,0,0,0,0,0,0,0,0
3,1,0,22,5.01064,4,0.578,0.079,1,1,1,0,0,0,0,0,0,0,1,0
15,0,1,43,4.77912,2,0.578,0.1,1,0,0,1,0,0,0,0,0,0,1,0
9,1,1,37,5.87493,13,0.404,0.033,1,1,0,1,0,0,0,0,0,0,0,1
7,0,1,39,5.62402,5,0.52,0.043,0,1,1,1,0,1,0,0,0,0,0,0
8,0,0,24,5.46806,0,0.578,0.05,1,1,0,1,0,1,0,1,0,0,0,0
5,0,1,38,5.86363,0,0.408,0.034,1,1,0,1,0,1,0,1,0,0,0,0
19,0,1,22,5.87493,2,0.404,0.033,1,0,0,0,0,1,0,0,0,0,0,0
2,0,1,36,5.75574,0,0.5,0.25,1,1,0,1,0,1,1,0,0,0,0,0
9,0,1,61,6.67203,3,0.2,0.1,1,0,0,0,0,0,1,0,0,0,0,0
8,0,1,42,6.31536,2,0.286,0.143,1,1,0,1,0,0,0,0,0,0,1,0
13,0,0,40,5.18178,1,0.52,0.26,1,0,0,0,0,1,0,0,0,0,0,0
4,0,0,20,4.77912,0,0.52,0.26,0,0,0,0,0,1,0,0,0,1,0,0
2,0,0,27,5.28827,0,0.52,0.26,1,0,0,0,0,1,0,0,0,0,1,0
2,1,1,43,6.13123,5,0.344,0.172,1,0,0,0,0,0,0,0,0,1,0,0
5,0,1,28,6.12687,0,0.345,0.172,0,0,0,1,0,1,1,0,0,0,0,0
7,0,1,42,6.16121,0,0.333,0.167,1,1,0,1,0,1,0,1,0,0,0,0
5,0,1,46,5.75574,0,0.5,0.25,1,1,0,0,0,1,0,0,1,0,0,0
2,0,1,28,5.62402,0,0.52,0.26,0,1,0,1,0,1,0,0,0,0,0,0
9,0,1,31,5.46806,6,0.52,0.26,1,1,0,1,1,1,0,1,0,0,0,0
2,1,0,26,5.25227,1,0.52,0.13,1,1,0,1,0,1,0,1,0,0,0,0
5,0,0,26,5.35186,4,0.52,0.13,0,1,1,1,0,0,0,0,0,0,0,0
21,0,0,43,6.94794,10,0.175,0.044,1,1,0,1,0,0,0,0,1,0,0,0
7,0,1,28,5.3799,4,0.52,0.13,1,1,0,1,0,1,0,0,0,1,0,0
2,1,0,39,6.40853,4,0.3,0.075,1,1,0,1,0,0,0,0,0,0,1,0
5,0,1,54,5.84932,3,0.52,0.13,1,0,0,0,0,1,0,1,0,0,0,0
2,1,0,32,6.07304,3,0.42,0.105,1,1,0,1,0,1,0,1,0,0,0,0
3,0,1,28,5.56068,0,0.52,0.13,1,0,0,0,0,1,0,0,0,1,0,0
1,1,0,41,5.15906,3,0.52,0.13,1,1,0,1,0,1,0,0,0,0,0,0
5,0,1,46,6.02102,3,0.442,0.111,0,1,1,1,0,0,0,0,0,0,0,0
2,1,0,20,5.20401,1,0.52,0.13,1,0,0,0,1,1,0,0,1,0,0,0
14,1,1,35,6.07304,20,0.42,0.105,1,1,0,1,0,1,0,1,0,0,0,0
4,1,1,22,5.65599,2,0.52,0.13,0,0,1,0,0,0,0,0,0,0,1,0
7,0,0,33,5.64191,2,0.52,0.13,0,1,1,0,1,1,0,0,0,0,1,0
3,0,1,38,5.56068,17,0.52,0.13,1,1,0,1,1,1,0,0,0,0,0,0
2,0,0,30,5.56068,2,0.52,0.13,0,1,0,0,0,1,0,1,0,0,0,0
2,0,0,21,5.49306,0,0.52,0.13,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,58,5.9108,5,0.494,0.124,0,0,0,0,0,0,0,0,0,1,0,0
5,0,0,37,6.54247,5,0.263,0.066,1,1,0,1,0,0,0,0,0,0,0,0
7,1,1,37,6.16752,0,0.382,0.095,0,1,1,0,0,0,0,0,0,1,0,0
1,1,0,39,6.47851,2,0.28,0.07,0,1,0,1,0,0,0,0,0,0,0,0
11,0,1,25,5.50533,2,0.52,0.13,0,1,0,1,1,1,0,0,1,0,0,0
6,0,1,40,6.21261,5,0.365,0.091,0,1,1,0,0,1,0,0,1,0,0,0
5,0,1,44,5.71703,1,0.52,0.13,0,1,1,0,0,0,0,0,0,1,0,0
1,1,0,25,5.64191,4,0.52,0.13,1,1,0,1,0,1,0,0,0,0,0,0
1,0,0,25,5.273,3,0.52,0.13,0,1,1,1,0,1,0,0,0,0,0,0
3,1,0,54,5.84932,2,0.52,0.13,1,0,1,0,0,0,0,1,0,0,0,0
2,1,0,46,5.86079,5,0.52,0.13,0,1,1,0,0,0,0,0,0,1,0,0
5,1,0,30,5.33754,0,0.52,0.13,0,1,1,0,1,0,0,0,0,0,0,0
2,0,0,45,5.56068,1,0.52,0.13,1,1,0,1,0,1,0,1,0,0,0,0
4,0,1,35,6.31897,15,0.328,0.082,1,1,0,1,0,1,0,1,0,0,0,0
7,0,1,49,5.60212,6,0.52,0.13,1,0,1,0,0,1,0,0,0,0,0,0
1,0,0,20,5.15906,2,0.52,0.13,0,0,1,0,0,0,0,0,1,0,0,0
5,0,1,39,5.273,12,0.52,0.13,1,1,0,0,0,1,0,0,0,1,0,0
14,0,1,40,6.07304,3,0.42,0.105,1,0,0,0,0,1,0,0,0,0,0,0
28,0,1,26,5.47646,2,0.52,0.13,1,0,1,0,0,0,0,0,0,1,0,0
2,1,0,43,6.47851,1,0.28,0.07,1,0,0,1,0,0,0,0,0,0,0,0
7,0,1,32,5.84932,2,0.52,0.13,1,1,0,1,0,1,0,0,1,0,0,0
1,0,1,30,6.47851,2,0.28,0.07,0,1,1,1,1,0,0,0,0,0,0,0
4,1,0,28,5.04986,0,0.52,0.13,1,0,0,0,0,1,0,0,0,0,1,0
2,0,0,25,4.75359,0,0.52,0.13,0,0,1,1,0,0,0,0,0,1,0,0
7,1,1,49,4.76217,0,0.52,0.13,1,1,0,1,0,1,0,0,0,0,0,0
4,0,1,34,5.56068,0,0.52,0.13,0,1,1,0,0,0,0,0,0,0,1,0
2,1,0,34,6.03309,3,0.438,0.109,1,1,0,1,0,1,0,0,0,0,0,0
1,0,0,31,6.33505,0,0.323,0.081,1,1,0,1,0,0,0,1,0,0,0,0
16,0,0,20,4.93447,0,0.52,0.13,0,0,0,0,1,1,0,0,0,1,0,0
5,0,1,33,6.39526,1,0.304,0.076,1,1,0,1,0,0,0,0,0,1,0,0
3,0,1,38,5.82305,3,0.52,0.13,1,1,0,1,0,1,0,1,0,0,0,0
3,0,1,24,5.49306,0,0.52,0.13,0,1,1,1,1,1,0,0,0,0,0,0
17,0,1,31,5.65599,2,0.52,0.208,0,1,1,1,0,1,0,0,0,0,0,0
12,0,1,30,5.97889,1,0.52,0.208,0,1,0,1,0,1,0,0,0,0,0,0
2,0,1,56,6.01616,38,0.52,0.208,1,1,0,0,0,1,0,0,1,0,0,0
3,0,1,33,5.94542,4,0.52,0.208,1,1,0,1,0,0,0,0,0,1,0,0
1,0,1,41,5.743,2,0.52,0.208,0,1,1,0,0,1,0,0,0,0,1,0
5,0,1,25,4.93447,4,0.52,0.208,0,1,1,1,0,0,0,1,0,0,0,0
9,1,1,57,5.15906,27,0.52,0.208,0,1,1,0,0,1,0,0,0,0,0,0
1,1,1,24,5.94017,1,0.52,0.208,0,0,0,0,0,1,0,0,0,0,0,0
7,0,1,32,5.78383,3,0.52,0.208,1,0,0,0,1,1,0,0,1,0,0,0
1,0,0,41,5.3799,8,0.52,0.208,0,1,1,1,0,0,0,0,0,1,0,0
7,0,1,27,5.84932,2,0.52,0.208,0,0,0,0,1,1,0,0,0,0,0,0
8,0,1,30,5.62762,3,0.52,0.208,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,49,5.56068,0,0.52,0.208,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,33,5.84932,1,0.52,0.208,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,21,5.33754,0,0.52,0.208,0,0,0,1,1,1,0,0,0,0,0,0
5,0,0,20,5.33754,0,0.52,0.208,0,0,0,1,1,1,0,0,0,0,0,0
2,0,1,21,5.56068,3,0.52,0.208,1,1,0,1,0,1,0,0,0,0,0,0
7,0,1,31,6.12249,9,0.507,0.203,1,0,0,0,0,1,0,0,0,0,0,0
13,0,1,45,6.60394,4,0.313,0.125,1,0,0,0,0,0,0,0,0,1,0,0
12,0,1,52,5.15906,1,0.52,0.208,1,1,0,0,0,1,0,0,0,0,0,0
3,0,1,39,6.2519,2,0.445,0.178,1,1,0,1,0,1,0,0,0,0,0,0
4,1,1,36,6.54247,14,0.333,0.133,1,1,0,0,0,0,0,0,0,0,0,0
1,0,1,38,2.70805,0,2.059,0.824,1,1,0,1,0,1,0,1,0,0,0,0
7,0,1,45,6.40853,0,0.38,0.152,1,1,0,1,0,1,0,1,0,0,0,0
1,0,1,39,5.71703,13,0.52,0.208,1,1,1,0,0,1,0,0,0,0,0,0
